Price,Address,homeType,beds,baths,sq_feet,Status,Link,Unit Count
"$2,550/mo",6426-Lamine-Dr-Colorado-Springs-CO-80925,SINGLE_FAMILY,5,3.5,2761,FOR_RENT,www.zillow.com//homedetails/6426-Lamine-Dr-Colorado-Springs-CO-80925/319911765_zpid/,--
"$1,625+/mo","7761 Bear Run Poin, Colorado Springs, CO",--,1,1,838,FOR_RENT,www.zillow.com//b/lodge-at-black-forest-colorado-springs-co-BMNHjj/,86
"$1,471+/mo","1265 Capistrano Poin, Colorado Springs, CO",--,1,1,610,FOR_RENT,www.zillow.com//b/the-village-at-westmeadow-colorado-springs-co-BDW8j8/,5
"$1,641+/mo","6010 Prairie Hills Vw, Colorado Springs, CO",--,1,1,847,FOR_RENT,www.zillow.com//b/stetson-ridge-colorado-springs-co-5XhvnL/,15
"$2,100/mo",6741-Akron-Rd-Colorado-Springs-CO-80923,SINGLE_FAMILY,4,3,2115,FOR_RENT,www.zillow.com//homedetails/6741-Akron-Rd-Colorado-Springs-CO-80923/64899648_zpid/,--
"$1,400/mo",4552-Excalibur-Ct-Colorado-Springs-CO-80917,SINGLE_FAMILY,2,1.5,1056,FOR_RENT,www.zillow.com//homedetails/4552-Excalibur-Ct-Colorado-Springs-CO-80917/13584698_zpid/,--
"$1,700/mo",415-E-Pikes-Peak-Ave-405-Colorado-Springs-CO-80903,APARTMENT,0,1,536,FOR_RENT,www.zillow.com//homedetails/415-E-Pikes-Peak-Ave-405-Colorado-Springs-CO-80903/2074899125_zpid/,--
"$1,550/mo",2235-Whitewood-Dr-Colorado-Springs-CO-80910,SINGLE_FAMILY,4,1,1233,FOR_RENT,www.zillow.com//homedetails/2235-Whitewood-Dr-Colorado-Springs-CO-80910/13626291_zpid/,--
"$1,470+/mo","4275 Sanders Vw, Colorado Springs, CO",--,1,1,578,FOR_RENT,www.zillow.com//b/bellaire-ranch-%26-alturas-at-bellaire-ranch-colorado-springs-co-5XhvQr/,16
"$2,550/mo",4286-Morning-Glory-Rd-Colorado-Springs-CO-80920,SINGLE_FAMILY,4,4,2228,FOR_RENT,www.zillow.com//homedetails/4286-Morning-Glory-Rd-Colorado-Springs-CO-80920/13561776_zpid/,--
"$1,310+/mo","4760 Rusina Rd, Colorado Springs, CO",--,1,1,608,FOR_RENT,www.zillow.com//b/flats-at-pinecliff-colorado-springs-co-5XhvYn/,11
"$1,639+/mo","11124 Cedar Glen Vw, Colorado Springs, CO",--,1,1,723,FOR_RENT,www.zillow.com//b/the-overlook-at-interquest-apartments-colorado-springs-co-BHzKXt/,16
"$1,700/mo",1111-Farragut-Ave-A-Colorado-Springs-CO-80909,APARTMENT,2,1,1500,FOR_RENT,www.zillow.com//homedetails/1111-Farragut-Ave-A-Colorado-Springs-CO-80909/2069266721_zpid/,--
"$1,340+/mo","2505 E Pikes Peak Ave, Colorado Springs, CO",--,1,1,710,FOR_RENT,www.zillow.com//b/grand-view-colorado-springs-co-5Xhvk7/,6
"$1,595/mo",2629-Bannister-Ct-Colorado-Springs-CO-80920,TOWNHOUSE,2,1.5,960,FOR_RENT,www.zillow.com//homedetails/2629-Bannister-Ct-Colorado-Springs-CO-80920/13568033_zpid/,--
"$1,430+/mo","864 Oxford Ln, Colorado Springs, CO",--,1,1,610,FOR_RENT,www.zillow.com//b/sky-at-bear-creek-colorado-springs-co-9LmHxk/,9
"$1,850/mo",3170-Shikra-Vw-Colorado-Springs-CO-80916,TOWNHOUSE,3,3,1561,FOR_RENT,www.zillow.com//homedetails/3170-Shikra-Vw-Colorado-Springs-CO-80916/121867966_zpid/,--
"$1,609+/mo","4562 Continental Hts, Colorado Springs, CO",--,1,1,751,FOR_RENT,www.zillow.com//b/aliso-briargate-apartments-colorado-springs-co-BdvqLv/,14
"$1,640+/mo","1495 Farnham Poin, Colorado Springs, CO",--,1,1,605,FOR_RENT,www.zillow.com//b/oasis-apartments-colorado-springs-co-BTWtFy/,32
"$2,100/mo",7630-Sioux-Cir-N-Cir-CO-80915,SINGLE_FAMILY,5,3,3300,FOR_RENT,www.zillow.com//homedetails/7630-Sioux-Cir-N-Cir-CO-80915/181553877_zpid/,--
"$1,825/mo",4935-Ardley-Dr-Colorado-Springs-CO-80922,SINGLE_FAMILY,3,2,1837,FOR_RENT,www.zillow.com//homedetails/4935-Ardley-Dr-Colorado-Springs-CO-80922/13538536_zpid/,--
"$1,628+/mo","5520 Woodmen Ridge Vw, Colorado Springs, CO",--,1,1,790,FOR_RENT,www.zillow.com//b/estate-at-woodmen-ridge-colorado-springs-co-9kPXyW/,8
"$1,750/mo",525-Custer-Ave-Colorado-Springs-CO-80903,SINGLE_FAMILY,1,1,1141,FOR_RENT,www.zillow.com//homedetails/525-Custer-Ave-Colorado-Springs-CO-80903/13608490_zpid/,--
"$1,650+/mo","1203 Affirmed Vw, Colorado Springs, CO",--,0,1,529,FOR_RENT,www.zillow.com//b/springs-at-foothills-farm-colorado-springs-co-BbhHhC/,21
"$1,250/mo",7612-Clover-Hill-Dr-Colorado-Springs-CO-80920,SINGLE_FAMILY,2,1.5,992,FOR_RENT,www.zillow.com//homedetails/7612-Clover-Hill-Dr-Colorado-Springs-CO-80920/13566798_zpid/,--
"$1,808+/mo","2845 Freewood Pt, Colorado Springs, CO",--,1,1,701,FOR_RENT,www.zillow.com//b/commons-at-briargate-colorado-springs-co-BMHktW/,7
"$1,575+/mo","4510 Spring Canyon Hts, Colorado Springs, CO",--,1,1,740,FOR_RENT,www.zillow.com//b/artemis-at-spring-canyon-colorado-springs-co-5Xhvnc/,14
"$1,763+/mo","5824 Walsh Poin, Colorado Springs, CO",--,1,1,790,FOR_RENT,www.zillow.com//b/rockrimmon-colorado-springs-co-5hJ24C/,16
"$2,150/mo",4540-Morning-Mist-Dr-Colorado-Springs-CO-80916,SINGLE_FAMILY,3,2,1472,FOR_RENT,www.zillow.com//homedetails/4540-Morning-Mist-Dr-Colorado-Springs-CO-80916/13632137_zpid/,--
"$1,500/mo",6846-Mountain-Top-Ln-Colorado-Springs-CO-80919,TOWNHOUSE,2,2.5,1088,FOR_RENT,www.zillow.com//homedetails/6846-Mountain-Top-Ln-Colorado-Springs-CO-80919/13568855_zpid/,--
"$2,255/mo",2106-Glenn-Summer-Rd-Colorado-Springs-CO-80909,SINGLE_FAMILY,5,3,2885,FOR_RENT,www.zillow.com//homedetails/2106-Glenn-Summer-Rd-Colorado-Springs-CO-80909/13602579_zpid/,--
"$1,575/mo",1149-Mount-Werner-Cir-Colorado-Springs-CO-80905,SINGLE_FAMILY,3,2,1277,FOR_RENT,www.zillow.com//homedetails/1149-Mount-Werner-Cir-Colorado-Springs-CO-80905/13626985_zpid/,--
"$1,099/mo",953-Tampico-Ct-Colorado-Springs-CO-80910,SINGLE_FAMILY,1,1,625,FOR_RENT,www.zillow.com//homedetails/953-Tampico-Ct-Colorado-Springs-CO-80910/13620950_zpid/,--
"$1,625+/mo","6102 Olmstead Poin, Colorado Springs, CO",--,1,1,790,FOR_RENT,www.zillow.com//b/first-and-main-apartments-colorado-springs-co-B6rJMm/,17
"$1,825/mo",1928-Traces-Ln-Colorado-Springs-CO-80951,SINGLE_FAMILY,3,2.5,1460,FOR_RENT,www.zillow.com//homedetails/1928-Traces-Ln-Colorado-Springs-CO-80951/64509386_zpid/,--
$850/mo,711-5-N-Weber-St-711-Colorado-Springs-CO-80903,APARTMENT,1,1,418,FOR_RENT,www.zillow.com//homedetails/711-5-N-Weber-St-711-Colorado-Springs-CO-80903/2069285459_zpid/,--
"$1,140+/mo",2414-Tremont-St-2450807-Colorado-Springs-CO-80907,APARTMENT,1,1,647,FOR_RENT,www.zillow.com//homedetails/2414-Tremont-St-2450807-Colorado-Springs-CO-80907/2076855675_zpid/,--
"$2,150/mo",80-Haney-Rd-Colorado-Springs-CO-80906,TOWNHOUSE,3,2,2100,FOR_RENT,www.zillow.com//homedetails/80-Haney-Rd-Colorado-Springs-CO-80906/2098455708_zpid/,--
"$2,100/mo",2343-Saint-Claire-Dr-Colorado-Springs-CO-80910,SINGLE_FAMILY,3,2.5,2497,FOR_RENT,www.zillow.com//homedetails/2343-Saint-Claire-Dr-Colorado-Springs-CO-80910/69040573_zpid/,--
"$2,750/mo",850-Redemption-Point-Colorado-Springs-CO-80905,SINGLE_FAMILY,4,4,2527,FOR_RENT,www.zillow.com//homedetails/850-Redemption-Point-Colorado-Springs-CO-80905/181738391_zpid/,--
"$2,195/mo",20-22-N-Prospect-St-Colorado-Springs-CO-80903,APARTMENT,3,2,,FOR_RENT,www.zillow.com//homedetails/20-22-N-Prospect-St-Colorado-Springs-CO-80903/2069286707_zpid/,--
$795/mo,110-S-18th-St-Colorado-Springs-CO-80904,APARTMENT,1,1,,FOR_RENT,www.zillow.com//homedetails/110-S-18th-St-Colorado-Springs-CO-80904/2069286825_zpid/,--
"$1,565+/mo","4505 Dublin Blvd, Colorado Springs, CO",--,1,1,825,FOR_RENT,www.zillow.com//b/champions-colorado-springs-co-5XhvTk/,17
"$1,250/mo",3119-Virginia-Ave-Colorado-Springs-CO-80907,SINGLE_FAMILY,2,1,2002,FOR_RENT,www.zillow.com//homedetails/3119-Virginia-Ave-Colorado-Springs-CO-80907/2145846590_zpid/,--
"$1,900/mo",2755-Charlottesville-Dr-Colorado-Springs-CO-80922,SINGLE_FAMILY,3,3,1672,FOR_RENT,www.zillow.com//homedetails/2755-Charlottesville-Dr-Colorado-Springs-CO-80922/13540865_zpid/,--
"$1,635+/mo","4986 Amarosa Hts, Colorado Springs, CO",--,1,1,784,FOR_RENT,www.zillow.com//b/la-bella-vita-colorado-springs-co-BFxh2r/,15
"$1,705+/mo","11275 Nahcolite Poin, Colorado Springs, CO",--,1,1,784,FOR_RENT,www.zillow.com//b/volta-at-voyager-colorado-springs-co-BTgSnK/,10
"$1,487+/mo","3310 Knoll Ln, Colorado Springs, CO",--,1,1,720,FOR_RENT,www.zillow.com//b/ridgeview-place-apartments-colorado-springs-co-5XhvjJ/,19
"$1,535+/mo","1721 Telstar Dr, Colorado Springs, CO",--,1,1,663,FOR_RENT,www.zillow.com//b/the-zeb-colorado-springs-co-BksDTx/,124
"$1,650+/mo","9403 Cadmium Vw, Colorado Springs, CO",--,1,1,623,FOR_RENT,www.zillow.com//b/elements-at-briargate-colorado-springs-co-65hfWd/,13
"$1,725/mo",711-Crown-Point-Dr-711-Colorado-Springs-CO-80906,TOWNHOUSE,2,2,1154,FOR_RENT,www.zillow.com//homedetails/711-Crown-Point-Dr-711-Colorado-Springs-CO-80906/2069294086_zpid/,--
"$1,709+/mo","10691 Cadence Poin, Colorado Springs, CO",--,1,1,701,FOR_RENT,www.zillow.com//b/falconview-colorado-springs-co-BVkwRC/,5
"$1,750/mo",7139-Silverwind-Cir-Colorado-Springs-CO-80923,SINGLE_FAMILY,2,2.5,2151,FOR_RENT,www.zillow.com//homedetails/7139-Silverwind-Cir-Colorado-Springs-CO-80923/69043781_zpid/,--
"$2,350/mo",7206-Grand-Prairie-Dr-Colorado-Springs-CO-80923,SINGLE_FAMILY,4,3,3046,FOR_RENT,www.zillow.com//homedetails/7206-Grand-Prairie-Dr-Colorado-Springs-CO-80923/64441549_zpid/,--
"$2,650/mo",4105-Lupine-St-Colorado-Springs-CO-80918,SINGLE_FAMILY,4,3,2120,FOR_RENT,www.zillow.com//homedetails/4105-Lupine-St-Colorado-Springs-CO-80918/13589588_zpid/,--
"$1,375/mo",511-E-Cache-La-Poudre-St-A-Colorado-Springs-CO-80903,APARTMENT,2,1,767,FOR_RENT,www.zillow.com//homedetails/511-E-Cache-La-Poudre-St-A-Colorado-Springs-CO-80903/2078632823_zpid/,--
"$1,695/mo",1720-W-Vermijo-Ave-Colorado-Springs-CO-80904,SINGLE_FAMILY,1,1,800,FOR_RENT,www.zillow.com//homedetails/1720-W-Vermijo-Ave-Colorado-Springs-CO-80904/13665793_zpid/,--
"$1,375/mo",368-Kitfield-Vw-Colorado-Springs-CO-80916,APARTMENT,2,1,992,FOR_RENT,www.zillow.com//homedetails/368-Kitfield-Vw-Colorado-Springs-CO-80916/59986253_zpid/,--
"$2,150/mo",1310-S-Canoe-Creek-Dr-Colorado-Springs-CO-80906,SINGLE_FAMILY,3,2.5,1886,FOR_RENT,www.zillow.com//homedetails/1310-S-Canoe-Creek-Dr-Colorado-Springs-CO-80906/13636344_zpid/,--
"$2,435/mo",5928-John-Muir-Trl-Colorado-Springs-CO-80927,SINGLE_FAMILY,3,2.5,1460,FOR_RENT,www.zillow.com//homedetails/5928-John-Muir-Trl-Colorado-Springs-CO-80927/181737792_zpid/,--
"$1,200/mo",1616-N-Weber-St-Colorado-Springs-CO-80907,SINGLE_FAMILY,1,1,650,FOR_RENT,www.zillow.com//homedetails/1616-N-Weber-St-Colorado-Springs-CO-80907/13605815_zpid/,--
"$1,600/mo",3020-Illinois-Ave-Colorado-Springs-CO-80907,SINGLE_FAMILY,2,1,1068,FOR_RENT,www.zillow.com//homedetails/3020-Illinois-Ave-Colorado-Springs-CO-80907/13592904_zpid/,--
"$1,695/mo",1024-Prairie-Rd-Colorado-Springs-CO-80909,SINGLE_FAMILY,3,1,1248,FOR_RENT,www.zillow.com//homedetails/1024-Prairie-Rd-Colorado-Springs-CO-80909/13609905_zpid/,--
$875/mo,1330-Potter-Dr-APT-114-Colorado-Springs-CO-80909,APARTMENT,1,1,,FOR_RENT,www.zillow.com//homedetails/1330-Potter-Dr-APT-114-Colorado-Springs-CO-80909/2084883780_zpid/,--
"$1,495/mo",2707-N-Chestnut-St-APT-2-Colorado-Springs-CO-80907,APARTMENT,3,1,,FOR_RENT,www.zillow.com//homedetails/2707-N-Chestnut-St-APT-2-Colorado-Springs-CO-80907/2081790132_zpid/,--
"$2,550/mo",6710-Quarter-Circle-Rd-Colorado-Springs-CO-80922,SINGLE_FAMILY,6,3.5,2794,FOR_RENT,www.zillow.com//homedetails/6710-Quarter-Circle-Rd-Colorado-Springs-CO-80922/108379617_zpid/,--
"$1,250/mo",1894-Lanka-Ln-Colorado-Springs-CO-80915,TOWNHOUSE,3,2,1280,FOR_RENT,www.zillow.com//homedetails/1894-Lanka-Ln-Colorado-Springs-CO-80915/13542836_zpid/,--
"$2,000/mo",6946-Los-Reyes-Cir-Colorado-Springs-CO-80918,TOWNHOUSE,3,2,1711,FOR_RENT,www.zillow.com//homedetails/6946-Los-Reyes-Cir-Colorado-Springs-CO-80918/13569954_zpid/,--
"$3,000/mo",7040-Jagged-Rock-Cir-Colorado-Springs-CO-80927,SINGLE_FAMILY,5,3.5,3264,FOR_RENT,www.zillow.com//homedetails/7040-Jagged-Rock-Cir-Colorado-Springs-CO-80927/181536611_zpid/,--
"$2,695/mo",7678-Colorado-Tech-Dr-Colorado-Springs-CO-80915,SINGLE_FAMILY,4,3.5,3284,FOR_RENT,www.zillow.com//homedetails/7678-Colorado-Tech-Dr-Colorado-Springs-CO-80915/121868152_zpid/,--
"$2,695/mo",2333-Langholm-Dr-Colorado-Springs-CO-80920,SINGLE_FAMILY,4,3.5,2484,FOR_RENT,www.zillow.com//homedetails/2333-Langholm-Dr-Colorado-Springs-CO-80920/13559763_zpid/,--
"$1,600/mo",23-N-Logan-Ave-APT-A-Colorado-Springs-CO-80909,APARTMENT,2,1,1161,FOR_RENT,www.zillow.com//homedetails/23-N-Logan-Ave-APT-A-Colorado-Springs-CO-80909/2092510108_zpid/,--
"$2,950/mo",1239-Solitaire-St-Colorado-Springs-CO-80905,SINGLE_FAMILY,4,3.5,2730,FOR_RENT,www.zillow.com//homedetails/1239-Solitaire-St-Colorado-Springs-CO-80905/294980676_zpid/,--
"$1,350/mo",4316-Hunting-Meadows-Cir-Colorado-Springs-CO-80916,TOWNHOUSE,2,1.5,1491,FOR_RENT,www.zillow.com//homedetails/4316-Hunting-Meadows-Cir-Colorado-Springs-CO-80916/13623711_zpid/,--
"$1,150/mo",4076-Muse-Way-1-Colorado-Springs-CO-80907,TOWNHOUSE,2,1.5,1117,FOR_RENT,www.zillow.com//homedetails/4076-Muse-Way-1-Colorado-Springs-CO-80907/2077167681_zpid/,--
"$1,850/mo",7085-Red-Sand-Grv-Colorado-Springs-CO-80923,TOWNHOUSE,2,2.5,1396,FOR_RENT,www.zillow.com//homedetails/7085-Red-Sand-Grv-Colorado-Springs-CO-80923/87933786_zpid/,--
"$2,800/mo",3308-Macgregor-Dr-Colorado-Springs-CO-80922,SINGLE_FAMILY,6,4,3064,FOR_RENT,www.zillow.com//homedetails/3308-Macgregor-Dr-Colorado-Springs-CO-80922/13541462_zpid/,--
"$3,075/mo",2437-Astron-Dr-Colorado-Springs-CO-80906,SINGLE_FAMILY,5,3,3434,FOR_RENT,www.zillow.com//homedetails/2437-Astron-Dr-Colorado-Springs-CO-80906/13669394_zpid/,--
"$1,695/mo",3130-Shikra-Vw-Colorado-Springs-CO-80916,SINGLE_FAMILY,3,2.5,2066,FOR_RENT,www.zillow.com//homedetails/3130-Shikra-Vw-Colorado-Springs-CO-80916/121867394_zpid/,--
"$2,300/mo",7261-Grand-Prairie-Dr-Colorado-Springs-CO-80923,SINGLE_FAMILY,4,3.5,2298,FOR_RENT,www.zillow.com//homedetails/7261-Grand-Prairie-Dr-Colorado-Springs-CO-80923/64616900_zpid/,--
"$1,600/mo",3875-Strawberry-Field-Grv-APT-A-Colorado-Springs-CO-80906,APARTMENT,2,2,1137,FOR_RENT,www.zillow.com//homedetails/3875-Strawberry-Field-Grv-APT-A-Colorado-Springs-CO-80906/13635760_zpid/,--
"$1,595/mo",1221-Holland-Park-Blvd-Colorado-Springs-CO-80907,CONDO,2,1.5,1116,FOR_RENT,www.zillow.com//homedetails/1221-Holland-Park-Blvd-Colorado-Springs-CO-80907/13657336_zpid/,--
"$1,150/mo",2901-Sage-St-APT-1-Colorado-Springs-CO-80907,APARTMENT,2,1,810,FOR_RENT,www.zillow.com//homedetails/2901-Sage-St-APT-1-Colorado-Springs-CO-80907/2091562853_zpid/,--
$795/mo,14-E-Willamette-Ave-APT-4-Colorado-Springs-CO-80903,APARTMENT,1,1,400,FOR_RENT,www.zillow.com//homedetails/14-E-Willamette-Ave-APT-4-Colorado-Springs-CO-80903/2098703573_zpid/,--
$975/mo,3705-E-San-Miguel-St-APT-19-Colorado-Springs-CO-80909,APARTMENT,1,1,625,FOR_RENT,www.zillow.com//homedetails/3705-E-San-Miguel-St-APT-19-Colorado-Springs-CO-80909/2069318562_zpid/,--
"$2,400/mo",6230-Mach-1-Dr-Colorado-Springs-CO-80918,SINGLE_FAMILY,4,3,3182,FOR_RENT,www.zillow.com//homedetails/6230-Mach-1-Dr-Colorado-Springs-CO-80918/13577468_zpid/,--
"$2,000/mo",3856-Sierra-Glen-Pl-Colorado-Springs-CO-80916,SINGLE_FAMILY,3,3,1444,FOR_RENT,www.zillow.com//homedetails/3856-Sierra-Glen-Pl-Colorado-Springs-CO-80916/119308849_zpid/,--
"$3,100/mo",5975-Greenbrook-Ln-Colorado-Springs-CO-80924,SINGLE_FAMILY,5,3.5,3758,FOR_RENT,www.zillow.com//homedetails/5975-Greenbrook-Ln-Colorado-Springs-CO-80924/71717521_zpid/,--
"$1,135/mo",1134-Westmoreland-Rd-Colorado-Springs-CO-80907,SINGLE_FAMILY,2,1,750,FOR_RENT,www.zillow.com//homedetails/1134-Westmoreland-Rd-Colorado-Springs-CO-80907/2076970362_zpid/,--
"$2,100/mo",671-Shooks-Ln-Colorado-Springs-CO-80903,TOWNHOUSE,2,2.5,1630,FOR_RENT,www.zillow.com//homedetails/671-Shooks-Ln-Colorado-Springs-CO-80903/13608355_zpid/,--
"$1,795/mo",2204-Cooper-Ave-Colorado-Springs-CO-80907,SINGLE_FAMILY,3,1,1100,FOR_RENT,www.zillow.com//homedetails/2204-Cooper-Ave-Colorado-Springs-CO-80907/13659659_zpid/,--
"$1,500/mo",715-E-High-St-Colorado-Springs-CO-80903,SINGLE_FAMILY,2,1,850,FOR_RENT,www.zillow.com//homedetails/715-E-High-St-Colorado-Springs-CO-80903/13616949_zpid/,--
"$2,100/mo",7677-Conifer-Cone-Grv-Colorado-Springs-CO-80908,TOWNHOUSE,3,3,1561,FOR_RENT,www.zillow.com//homedetails/7677-Conifer-Cone-Grv-Colorado-Springs-CO-80908/2070981395_zpid/,--
"$1,700/mo",3702-Venice-Grv-Colorado-Springs-CO-80910,TOWNHOUSE,2,2.5,1350,FOR_RENT,www.zillow.com//homedetails/3702-Venice-Grv-Colorado-Springs-CO-80910/80397702_zpid/,--
"$1,900/mo",316-Boulder-Pl-Colorado-Springs-CO-80905,SINGLE_FAMILY,3,2,1184,FOR_RENT,www.zillow.com//homedetails/316-Boulder-Pl-Colorado-Springs-CO-80905/13667151_zpid/,--
"$2,800/mo",3837-Whisper-Hollow-Dr-Colorado-Springs-CO-80920,SINGLE_FAMILY,5,3.5,3473,FOR_RENT,www.zillow.com//homedetails/3837-Whisper-Hollow-Dr-Colorado-Springs-CO-80920/13561506_zpid/,--
"$1,744+/mo","4350 Mira Linda Poin, Colorado Springs, CO",--,1,1,834,FOR_RENT,www.zillow.com//b/4350-mira-linda-poin-colorado-springs-co-Bg6sbd/,11
"$1,650/mo",24-W-Navajo-St-Colorado-Springs-CO-80905,SINGLE_FAMILY,3,1.5,1450,FOR_RENT,www.zillow.com//homedetails/24-W-Navajo-St-Colorado-Springs-CO-80905/2069330915_zpid/,--
"$1,145/mo",5030-El-Camino-Dr-Colorado-Springs-CO-80918,APARTMENT,2,1.5,900,FOR_RENT,www.zillow.com//homedetails/5030-El-Camino-Dr-Colorado-Springs-CO-80918/2077991850_zpid/,--
"$2,250/mo",1261-E-Monroe-St-Colorado-Springs-CO-80907,SINGLE_FAMILY,3,2,1629,FOR_RENT,www.zillow.com//homedetails/1261-E-Monroe-St-Colorado-Springs-CO-80907/13604023_zpid/,--
"$2,350/mo",910-Big-Valley-Dr-Colorado-Springs-CO-80919,SINGLE_FAMILY,4,4,2700,FOR_RENT,www.zillow.com//homedetails/910-Big-Valley-Dr-Colorado-Springs-CO-80919/13652233_zpid/,--
"$1,800/mo",8515-Ilex-Dr-Colorado-Springs-CO-80920,SINGLE_FAMILY,3,2.5,1679,FOR_RENT,www.zillow.com//homedetails/8515-Ilex-Dr-Colorado-Springs-CO-80920/2087873096_zpid/,--
"$2,700/mo",1139-Dream-Lake-Ct-Colorado-Springs-CO-80921,SINGLE_FAMILY,4,3.5,3476,FOR_RENT,www.zillow.com//homedetails/1139-Dream-Lake-Ct-Colorado-Springs-CO-80921/54487739_zpid/,--
"$1,780+/mo","2811 Upper Vickers Vw, Colorado Springs, CO",--,2,1,925,FOR_RENT,www.zillow.com//b/vista-view-colorado-springs-co-BCgvkp/,3
"$1,800/mo",6082-Colony-Cir-Colorado-Springs-CO-80919,TOWNHOUSE,3,2,1575,FOR_RENT,www.zillow.com//homedetails/6082-Colony-Cir-Colorado-Springs-CO-80919/13580119_zpid/,--
"$2,100/mo",6334-Binder-Dr-Colorado-Springs-CO-80923,SINGLE_FAMILY,3,2,1152,FOR_RENT,www.zillow.com//homedetails/6334-Binder-Dr-Colorado-Springs-CO-80923/64804108_zpid/,--
"$1,275/mo",502-Shady-Crest-Cir-Colorado-Springs-CO-80916,TOWNHOUSE,2,2.5,1088,FOR_RENT,www.zillow.com//homedetails/502-Shady-Crest-Cir-Colorado-Springs-CO-80916/13621012_zpid/,--
"$2,000/mo",2015-Downing-Dr-Colorado-Springs-CO-80909,SINGLE_FAMILY,5,2,2026,FOR_RENT,www.zillow.com//homedetails/2015-Downing-Dr-Colorado-Springs-CO-80909/13601167_zpid/,--
"$1,325/mo",814-Tenderfoot-Hill-Rd-APT-202-Colorado-Springs-CO-80906,APARTMENT,2,2,908,FOR_RENT,www.zillow.com//homedetails/814-Tenderfoot-Hill-Rd-APT-202-Colorado-Springs-CO-80906/13629695_zpid/,--
"$2,245/mo",803-Fire-Rock-Pl-Colorado-Springs-CO-80921,SINGLE_FAMILY,3,2.5,1550,FOR_RENT,www.zillow.com//homedetails/803-Fire-Rock-Pl-Colorado-Springs-CO-80921/82403624_zpid/,--
"$1,800/mo",6435-Summit-Peak-Dr-Colorado-Springs-CO-80923,SINGLE_FAMILY,3,2,1152,FOR_RENT,www.zillow.com//homedetails/6435-Summit-Peak-Dr-Colorado-Springs-CO-80923/13537762_zpid/,--
"$1,950/mo",8765-Rose-Grace-Hts-Colorado-Springs-CO-80924,TOWNHOUSE,2,2.5,1307,FOR_RENT,www.zillow.com//homedetails/8765-Rose-Grace-Hts-Colorado-Springs-CO-80924/2070558789_zpid/,--
"$1,500/mo",111-S-12th-St-APT-101-Colorado-Springs-CO-80904,APARTMENT,2,1,925,FOR_RENT,www.zillow.com//homedetails/111-S-12th-St-APT-101-Colorado-Springs-CO-80904/2083396153_zpid/,--
